Name,Gender,Age,MStat,PostCode,Population,NClaims,TotalClaims
OLIVER SEIBERT,M,42,S,4370,17238,0,0
CLAUDIO SCHMID,M,55,M,4573,21404,0,0
CASSY BLACKMAN,F,68,M,2171,24390,1,6751.722068
WALDO BOURGEOIS,M,64,S,2216,26060,0,0
ABRAHAM CISNEROS,M,59,M,2170,95044,0,0
JESSIE IVES,M,53,S,2034,19092,0,0
WYNELL BAUMAN,F,47,S,6232,9423,0,0
THOMAS CRAMER,M,55,S,5087,10433,1,8494.929952
ROSCOE HAY,M,61,S,2380,10138,0,0
JEROLD PULLEY,M,60,S,3172,22367,2,3951.798841
IDELLA IVORY,F,22,M,2472,1731,0,0
GALEN GIORDANO,M,81,S,4069,33073,0,0
REATHA BRADEN,F,61,S,6076,21503,1,372.1880423
ALLAN CHANDLER,M,69,S,3138,20691,1,2675.880112
CLAUD TEMPLETON,M,49,S,2168,41911,0,0
NOE CHILDS,M,20,S,6159,2724,0,0
KENDALL COREY,M,67,S,3012,23126,2,18930.75165
RODERICK HICKEY,M,52,S,2294,1875,1,1146.158819
HEATH BAIRD,M,62,S,2164,18365,0,0
BERRY DOAN,F,16,S,2096,13875,0,0
BOK CAPUTO,F,45,M,6101,14992,0,0
ABRAM BUCKLEY,M,27,S,3820,14073,0,0
FRIDA PETERSEN,F,68,S,2440,21373,0,0
SOLOMON WORRELL,M,43,S,2118,21570,1,12724.25224
CRISTY STOUT,F,37,S,2065,27175,0,0
JASON GUNN,M,67,S,2166,49723,0,0
PRESTON SNYDER,M,33,S,2285,27798,0,0
MAYOLA SMOOT,F,17,S,2165,39513,0,0
STACEY ROBLES,M,27,M,3084,24272,0,0
PHIL PANG,M,48,M,6155,48059,2,4109.528708
JONAH BACH,M,30,M,3076,26347,0,0
TONETTE KOVACS,F,74,S,3550,40145,0,0
MARGARETTE MANLEY,F,34,M,3220,15286,0,0
MOHAMMAD HOLLOWAY,M,17,S,2420,4066,0,0
ARDELLA CRAFT,F,25,S,5023,15936,1,736.4887293
EMILEE NELMS,F,46,S,3977,67423,0,0
LAVONNE RICKARD,F,41,M,4341,13086,0,0
ALANE QUINONES,F,33,M,4565,13966,0,0
MARGARETA LAWRENCE,F,65,M,3216,52005,1,918.2666409
BRIAN SCHOFIELD,M,68,S,3085,13738,0,0
CORDIA FEENEY,F,67,S,4350,102245,0,0
WEI PENDLETON,F,57,S,7310,27182,0,0
ROXANE YOUNT,F,40,S,5048,13487,0,0
ELOISE METZGER,F,56,S,2046,25180,0,0
MIRTA LAUER,F,18,M,3156,35656,1,8353.810786
LES AGUIAR,M,30,M,5161,9782,0,0
KING LIRA,M,47,M,5043,17585,0,0
QIANA WARD,F,84,S,2333,13240,0,0
ISAIAH CARDOZA,M,67,S,3199,52625,1,4043.484757
TAMATHA CLEGG,F,48,S,2617,29650,1,3994.249495
WALTER GENTILE,M,41,M,4508,19671,0,0
JED WINFIELD,M,42,M,2579,3598,0,0
ROGELIO POE,M,44,S,2567,33965,0,0
ULA BURNETT,F,65,S,6210,60895,2,3863.753337
ANNA SEGAL,F,19,M,852,7973,0,0
VANESSA TOLENTINO,F,53,M,2213,20376,0,0
GROVER KETCHUM,M,44,S,4152,42501,1,648.3864163
CONSUELO GASPAR,F,52,S,3147,13647,0,0
RICH MCCARTER,M,61,S,3910,21372,1,300
JAMES SHOCKLEY,M,35,S,3022,2823,1,300
GUS ALDRICH,M,51,S,2478,26770,0,0
HENRIETTE PROCTOR,F,34,S,2198,8668,0,0
FELICIA FERRARO,F,88,S,3167,9142,0,0
BRADFORD MENARD,M,23,M,2357,4364,0,0
BILLIE HADDAD,M,21,M,6170,6601,0,0
TIFFANI MUNGUIA,F,75,S,2500,37081,1,6973.348637
LAZARO BARNES,M,85,S,5114,29097,0,0
ROBBYN FAIN,F,69,S,3442,7192,0,0
STEVE HURST,M,55,S,4285,18463,0,0
AARON EDMONDSON,M,29,M,5070,14190,0,0
IRA MADSEN,M,69,S,2203,12979,0,0
CHESTER LONDON,M,49,S,6056,37071,1,2772.047615
CURT PAULINO,M,40,S,5211,14451,0,0
FEDERICO BARAHONA,M,46,S,3029,68424,3,34114.79732
DILLON ADAIR,M,25,M,3207,14521,0,0
PEI KWAN,F,21,M,2530,29720,0,0
LOGAN NOBLE,F,52,S,3027,3224,0,0
RORY WINSTON,M,53,S,3723,2969,0,0
JACQUELYNE SHANE,F,64,M,3429,34575,0,0
CAMERON LATHROP,M,55,S,2066,27623,0,0
MARTY TUBBS,F,36,M,4064,9976,0,0
REVA MERRELL,F,81,S,4350,102245,0,0
DEBORAH PAPPAS,F,36,M,3305,12652,0,0
MIESHA PURNELL,F,30,S,2011,18040,1,4070.966966
CLAUDIE SEVILLA,F,72,S,4500,37630,0,0
FRANKIE LAPORTE,M,33,S,4077,25158,0,0
DELOIS NICHOLSON,F,45,S,2200,40612,1,9633.484131
DELMY NEELY,F,40,M,2067,22621,1,1655.960755
JUDE DELLINGER,M,53,M,4217,35329,0,0
NEIL NETTLES,M,37,S,4721,3746,0,0
VITO HOWARD,M,32,S,5113,18688,0,0
MOSE CUMMINS,M,25,M,6224,1220,0,0
KEN BRAXTON,M,45,S,5043,17585,0,0
BARABARA ASHER,F,32,S,6056,37071,0,0
BERNICE STEED,F,62,S,2777,17783,0,0
LEVI HENNING,M,51,S,4017,35809,0,0
EDGARDO RICKARD,M,88,S,3280,29966,1,4583.245601
BOBBI VICK,F,25,S,2200,40612,1,5017.971179
FREDERICK VALADEZ,M,44,S,2137,24018,0,0
NATOSHA KINNEY,F,27,M,2135,23097,0,0
SORAYA SCHAFFER,F,74,S,3089,11504,0,0
ERROL STANFIELD,M,70,S,3056,22763,0,0
ZACKARY MCKINNEY,M,56,S,5152,6020,1,2992.266025
TONI NYE,F,37,S,6056,37071,0,0
KEN REDMOND,M,75,S,6064,30439,0,0
NORMAN SANTOYO,F,31,S,2077,34898,0,0
SUNG LATIMER,M,20,M,4069,33073,0,0
ARMANDO CAPPS,M,87,M,7467,1973,0,0
RAY ARENAS,M,50,S,3193,18771,0,0
MARY FANNING,M,64,S,2770,60345,3,17503.6017
HANS CORNELIUS,M,54,M,2151,20223,0,0
FRANCESCO TROUTMAN,M,43,S,2464,6683,0,0
JENINE NEWLAND,F,66,S,5069,8274,1,16476.22902
ARON PRADO,M,31,S,2207,27537,0,0
HAYDEN BUENO,M,44,S,6233,15782,0,0
JAE BLACKMAN,M,56,S,4816,8592,0,0
SHANNON COKER,M,30,S,4740,79542,0,0
VALENTINE CATHEY,M,45,S,5270,1013,0,0
SEAN BENAVIDEZ,M,61,S,2079,7105,0,0
DORATHY ROBINS,F,54,S,2135,23097,0,0
FLORENTINO STEEN,M,35,S,4700,18116,0,0
DANIAL JAIME,M,59,S,3810,35309,0,0
DARIN COTTON,M,50,S,4510,42205,0,0
ANIKA SEGAL,F,67,S,3752,20873,0,0
ARGENTINA GRAF,F,74,S,3355,13021,1,3715.897739
GLEN BUSH,M,38,S,6061,33695,0,0
ALFRED GODINEZ,M,52,S,4223,14072,0,0
ALFONZO RAO,M,68,S,835,5198,0,0
TEMPIE CHIU,F,27,S,2372,4971,0,0
ELISEO SPROUSE,M,42,S,3188,16874,0,0
NETA WETZEL,F,30,M,6172,14106,0,0
LUIS GIPSON,F,33,S,4829,759,1,2737.189685
CARLA NGUYEN,F,38,S,6233,15782,0,0
ALDO ELLSWORTH,M,24,M,2905,29223,2,9813.166622
MARTY NINO,M,29,M,6164,47545,0,0
HERSHEL STACK,M,47,S,3004,7738,0,0
PAT NEEDHAM,M,83,S,3048,18107,0,0
ROLF HANES,M,21,M,5014,11567,0,0
HIPOLITO PLEASANT,M,29,M,2602,28574,0,0
NUMBERS CHARLTON,M,50,S,6110,34863,1,489.4972625
TAMAR LUO,F,25,M,2336,2341,0,0
DOVIE MEREDITH,F,88,S,4504,16223,0,0
LARRY BARTH,M,28,M,2034,19092,0,0
JORGE MEADOR,M,79,S,4462,140,0,0
DANNA AMADOR,F,72,S,4305,57601,1,8804.551943
BILLYE CLARKE,F,57,S,6112,40252,0,0
AURELIA MEADOR,F,27,S,6149,18637,0,0
IAN DAVIS,M,48,S,4370,17238,0,0
CONNIE BURLESON,M,39,S,5038,14419,0,0
ANTWAN ARIAS,M,36,S,3121,26120,0,0
TAINA REAVES,F,18,M,2541,24143,0,0
TOWANDA HARRIS,F,26,M,2810,2975,0,0
MICHAEL TAM,M,39,S,3023,55703,1,8434.252892
ALINA WALL,F,29,M,4305,57601,0,0
GARTH QUACH,M,60,S,3173,19884,0,0
EMMETT SINCLAIR,M,60,S,2257,27647,0,0
DEWITT FABIAN,M,31,M,6726,5158,1,5328.671079
VALERY DONLEY,F,83,S,2430,32568,0,0
HARRY CLEVELAND,M,44,S,4285,18463,0,0
FIONA HAWES,F,56,S,3023,55703,2,6923.626874
KARMA BOWIE,F,58,S,4702,25362,1,2181.442508
MAURICIO DELAROSA,M,33,S,2345,768,0,0
BROOKE MESSER,F,32,S,2350,24474,0,0
HILARIO HECK,M,88,S,2565,16589,1,5735.575632
BETTE KAUFMAN,F,71,S,4157,18674,0,0
KENETH LUMPKIN,M,61,S,4053,41786,1,7848.409487
ROSS YAN,M,61,S,4059,11561,1,3804.537414
TRUDIE PALM,F,56,S,2304,14969,0,0
LEIGH WANG,M,44,M,4118,29064,0,0
CAMERON JEROME,M,53,S,3909,7745,0,0
EDDIE SPEED,M,34,S,7173,6189,0,0
LONA JORDAN,F,58,S,6065,52076,0,0
MANUEL CORLEY,M,70,S,4886,842,0,0
SANFORD TABOR,M,61,S,2067,22621,1,2176.930414
DELORAS CALDWELL,F,30,S,2229,27301,1,300
GEMMA BENAVIDEZ,F,16,S,3340,17992,2,14876.76548
TAUNYA TOBIAS,F,58,M,2444,42618,0,0
DAINA MARKLEY,F,25,S,2250,65633,1,6157.774635
JAIME BENTLEY,M,57,S,3195,34102,0,0
COREY ESPOSITO,M,20,M,2526,15831,0,0
STEVIE GALLARDO,M,58,S,822,24111,0,0
AHMAD SORENSEN,M,71,S,3023,55703,1,385.6378427
DELORAS FRIEDMAN,F,41,S,3025,11379,0,0
BRYAN HARDING,M,16,S,4500,37630,1,2711.461901
SAMUAL CLARY,M,71,S,3216,52005,0,0
SHANDI NERI,F,21,M,4703,20639,0,0
DELCIE MENARD,F,76,S,2528,23283,1,2322.53977
LANE FONG,M,62,S,2088,27452,1,12757.4593
SHIRELY VOIGT,F,64,M,3977,67423,0,0
CHERYLL SHOOK,F,19,M,4211,56333,0,0
ELVERA MATSON,F,25,S,3618,671,0,0
REBBECCA SANTIAGO,F,22,M,2200,40612,0,0
ROB MOSBY,M,46,S,2619,9422,0,0
ANALISA SCHULZ,F,37,M,2251,31836,0,0
SHARITA ARRIAGA,F,25,M,5159,33149,0,0
CAITLYN RAHMAN,F,38,S,4825,22262,0,0
BO LONGORIA,M,61,S,3078,10548,0,0
CARITA LAGUNAS,F,51,S,4306,31409,0,0
LACRESHA YAN,F,27,M,4077,25158,0,0
ELDRIDGE PARHAM,M,41,S,3083,28074,0,0
ELDON AMAYA,M,27,M,4121,23782,1,35666.66849
DELOIS PUGH,F,81,S,4885,3707,0,0
DARRICK ROSS,M,50,S,3136,40963,2,3498.843634
FELICIDAD MONDRAGON,F,64,S,3226,12556,0,0
PAT ROACH,M,67,M,4671,5885,0,0
MELVIN KOEHLER,M,39,M,3152,31239,0,0
GENEVIEVE TOLLIVER,F,71,S,4078,22972,0,0
KALYN CATALANO,F,86,S,2144,33123,2,18943.17568
REYNALDO HENNESSEY,M,87,S,5023,15936,1,13395.93081
ROLANDA ALBERT,F,19,M,3131,21001,0,0
KARRI NAGLE,F,16,S,3752,20873,0,0
LESLEY MEHTA,M,38,S,4680,50832,1,3403.042545
ARTURO DICKSON,M,61,S,4508,19671,0,0
JEFFEREY DAO,M,56,S,6017,4049,1,4258.606389
WHITNEY VARGO,M,29,S,4227,18386,1,4286.835741
SANTO TAYLOR,M,69,S,2530,29720,0,0
RANDY REISS,M,38,S,2224,13430,1,5458.748859
MARIANNA ROYAL,F,38,S,5608,13855,1,1684.986316
OCIE MARKLEY,F,24,M,2026,30396,1,823.0741062
BRITANY WHEATON,F,60,S,3004,7738,2,8412.055633
HENRIETTA TREMBLAY,F,18,M,2904,13033,0,0
MANUEL DOE,M,21,M,6111,22061,0,0
BUCK KOEHN,M,35,S,2147,35074,0,0
BRYANT HERMAN,M,25,M,3199,52625,0,0
FRANCESCO REISS,M,75,S,5163,14154,1,5781.95893
RICARDO BEATY,M,23,M,6210,60895,1,6739.332764
ISRAEL ENGEL,M,48,S,3224,10112,0,0
YUONNE BOURQUE,F,65,S,2232,31260,0,0
NAOMA WEEKS,F,32,S,3352,14629,1,347.7928248
SUSANNA VALLES,F,68,S,4300,45132,0,0
DELPHA BATTAGLIA,F,39,S,5112,18735,0,0
DORSEY ROUSE,M,58,S,3153,19659,0,0
REBECA DAHL,F,21,S,5290,24905,0,0
JOEL GUILLORY,M,39,S,3109,27046,0,0
TASIA ANGUIANO,F,34,S,3046,30803,1,8614.456295
TREY HARDISON,M,82,M,3185,12222,0,0
MOLLY ROMANO,F,40,S,4350,102245,3,4653.719168
ASA HOUSTON,M,54,S,2066,27623,0,0
CANDICE LOCKHART,F,63,S,3363,3301,1,5882.696283
MOHAMED SUTHERLAND,M,85,S,2152,10224,1,2821.451701
WILLENA CRABTREE,F,32,S,3216,52005,0,0
ARLEN SALMERON,M,21,M,4510,42205,0,0
CEDRIC VALLE,M,24,M,6062,31116,0,0
FREEMAN MIDDLETON,M,34,S,6059,22520,0,0
PEGGY STERN,F,24,M,2041,14753,0,0
VERONA SHAFER,F,76,S,4811,11755,0,0
HOYT DUNCAN,M,33,S,3180,7139,0,0
JAMMIE BEIL,F,58,S,3977,67423,0,0
CHRISTEN BROWER,F,70,S,3337,31874,0,0
EMANUEL REYNOLDS,M,30,S,7301,4015,0,0
ULYSSES DELAGARZA,M,27,S,2007,7111,0,0
JANNET BEASLEY,F,59,S,4506,19702,0,0
WILL CHU,M,48,S,3032,25342,0,0
TRACY VERNON,M,42,S,3950,4622,0,0
DOMINIQUE LOCKHART,F,43,S,2795,39879,0,0
DALE MATSON,F,54,M,3139,13544,0,0
JERRICA LOR,F,90,S,4113,27447,1,10180.81913
DARIUS MEARS,M,46,S,2430,32568,0,0
BRYNN VALERIO,F,43,M,6147,14807,0,0
DIMPLE CAGLE,F,36,S,6030,37588,0,0
SAMMY PARRIS,M,51,S,2481,10701,0,0
DAMIEN HELMS,M,55,S,2031,32321,0,0
ANDREA BRINKMAN,M,19,M,7112,2812,1,2176.334177
SANDY MCWHORTER,M,48,S,4520,12239,0,0
DANNIELLE NERI,F,45,S,6180,3466,0,0
CHRISTIA NEELEY,F,69,S,4702,25362,0,0
ONIE DURANT,F,40,S,3012,23126,1,10157.19644
DIEGO SALERNO,M,19,M,3064,53173,1,1583.435642
CORRINA GRECO,F,21,M,2020,10178,0,0
JOESPH JACOBSON,M,75,S,2612,14666,1,6534.382588
ALVERA CORMIER,F,90,S,2141,25479,2,11778.05739
JOHNNY OAKES,M,39,S,6064,30439,0,0
IDELLA HENKE,F,43,M,4559,5946,0,0
CURT SUTTON,M,43,S,2167,7555,0,0
CHAE FARR,F,22,M,6230,40641,0,0
JOSEPH THORPE,M,37,M,3758,2140,0,0
IKE HUTSON,M,57,S,2800,41363,1,2729.406179
TIFFANY TELLO,F,22,M,3191,9310,0,0
JAMIKA TROUTMAN,F,25,S,4173,8540,1,8396.288076
ELIZA FLINT,F,63,S,2747,34249,0,0
GISELE ESPARZA,F,42,S,2100,19445,0,0
AMY GUEVARA,F,67,S,2617,29650,1,3653.271299
COY PRATHER,M,31,M,2217,23624,1,5727.807634
MARCELL MCCLENDON,F,90,S,3058,31552,0,0
LACY ZEPEDA,M,56,S,2330,20458,1,2234.199691
TY SILVERMAN,M,90,S,4312,3011,1,6667.136495
BEAU VOGEL,M,27,M,3764,7535,0,0
EMERITA KYLE,F,53,S,3754,17788,0,0
RAY BOOTH,M,70,S,6753,9087,0,0
SHAMEKA QUINTERO,F,61,S,3925,3014,0,0
CYRUS LONGORIA,M,65,S,2077,34898,0,0
FANNY BARON,F,20,M,5096,14456,0,0
SILAS DAHL,M,19,M,4301,23203,0,0
ULA LANTZ,F,60,S,3478,3029,1,4337.208239
SHAWN HOWELL,M,18,M,2823,1405,0,0
DENNIS NOVAK,F,62,S,2222,11692,1,5884.281869
MARCELLE GRANGER,F,46,S,3196,23591,1,965.1549262
LORITA CHASTAIN,F,36,S,4655,55297,0,0
TYREE ALFORD,M,58,S,810,29723,0,0
ESTELA GIFFORD,F,51,S,5120,1747,0,0
BEAU PRENTICE,M,26,S,2199,16003,0,0
JOLANDA EMMONS,F,78,S,5066,11295,0,0
RICHIE COWART,M,27,S,2360,14496,1,3226.396281
RANA FERRARO,F,67,S,3131,21001,0,0
CARTER UPTON,M,22,M,2484,18050,0,0
SIGRID GRANADOS,F,26,S,2759,26501,1,479.420004
JAYSON BARAJAS,M,18,M,3030,77756,2,8882.192646
FRANCIS ROBBINS,M,46,S,4017,35809,0,0
SALVADOR FRIEDMAN,M,28,S,5024,12949,0,0
KEENAN RODRIGUEZ,M,34,S,4113,27447,0,0
ODELL FLOYD,F,55,S,4051,25847,0,0
LING VELEZ,F,18,M,4152,42501,1,6596.123744
KRISTAL MENENDEZ,F,41,S,4300,45132,0,0
ERNESTINA MARTINS,F,25,M,2617,29650,0,0
IKE KEENER,M,22,M,4076,6796,0,0
JARROD MONTERO,M,31,M,6333,5194,0,0
DEBRAH BATTAGLIA,F,77,S,2148,58671,1,3386.847935
EMMALINE NUNLEY,F,59,S,4032,14287,1,300
DAMON SKELTON,M,33,S,6720,2552,0,0
ROLLAND MENESES,M,57,M,3585,10744,2,20549.94326
AARON BURGOS,M,32,S,3149,32075,0,0
MARSHALL MAGDALENO,M,30,S,2745,26233,3,10996.17956
KAY FLEMING,F,62,S,4022,6682,0,0
KYRA RADFORD,F,21,M,6112,40252,0,0
ANDRES KRESS,M,37,S,7011,14421,0,0
ANTON TINOCO,M,35,S,2759,26501,0,0
JESS MERRIMAN,M,65,S,3023,55703,1,1645.803882
MOSES RICHARDS,M,49,S,6164,47545,0,0
ANDERSON MEJIA,M,71,M,2261,51003,0,0
RUDOLPH DICKINSON,M,71,S,6028,20112,0,0
VICKY FRIESEN,F,47,S,2839,1413,0,0
JOCELYN CAPPS,F,33,S,2537,10908,0,0
SHONDRA VALDES,F,55,M,2074,20943,1,10341.81942
OTHA BOLTON,M,38,S,3215,19819,0,0
WILLIAM BARROW,M,55,S,3156,35656,0,0
ADELA LOREDO,F,40,S,2427,2474,0,0
ELMA TOSCANO,F,34,S,872,15483,0,0
DORRIS KWON,F,21,M,6102,13831,0,0
RANDOLPH HODGE,M,44,M,4226,29249,0,0
BRANDI PICARD,F,81,S,2007,7111,0,0
LASHONDA FOUST,F,57,S,5158,24026,1,2862.820322
ELI MCINTIRE,M,22,S,4556,38726,2,10441.27963
CICELY PALACIOS,F,43,S,5037,10156,0,0
ENEIDA FRASIER,F,33,S,2620,36434,0,0
ADAM MOFFITT,M,24,M,4802,8341,0,0
SHERWOOD VETTER,M,26,S,3108,18359,2,4504.446916
JINA RHEA,F,22,M,6011,8927,0,0
JESSIA DOHERTY,F,22,M,3337,31874,0,0
DENNISE WORLEY,F,33,S,3430,433,0,0
SCOTT SIMONSON,M,57,S,7005,12636,0,0
DAVIDA GOLDSMITH,F,60,S,3126,7858,0,0
VALERIA HOFFMANN,F,77,S,3150,58306,0,0
SHANTAY FLANIGAN,F,54,S,5061,9652,0,0
SANDY BELLO,M,78,S,3088,26464,0,0
JASON HASSAN,M,36,S,6173,10431,1,3231.854637
CARLIE UPCHURCH,F,18,M,2199,16003,0,0
CHERISH SHUMATE,F,49,M,2770,60345,1,25235.64039
SHAUNDA MCREYNOLDS,F,45,S,2000,22758,1,5410.321052
LASHELL HOLTON,F,46,S,5093,8911,0,0
LUCIANO KINCAID,M,55,S,2142,22525,0,0
MADALYN SAMPLES,F,46,S,812,19315,0,0
ERVIN HUBERT,M,66,S,4069,33073,0,0
MIGUEL SIMS,M,53,S,2144,33123,2,16300.55494
HARLAN BRAY,M,27,S,872,15483,0,0
LIZETTE WHITESIDE,F,81,S,4680,50832,0,0
DINO POTTS,M,81,S,3166,22343,0,0
HYMAN RICHARD,M,63,S,3163,29551,1,3312.112042
MADONNA BEAVER,F,36,M,4487,3294,0,0
SHAWNTA ZIMMER,F,48,S,2261,51003,1,1450.350899
BERTRAM WALLER,M,42,S,2086,13192,0,0
VICENTE VALENTINE,M,58,S,2540,41738,2,5823.169355
SHENA MACKENZIE,F,27,S,3024,17996,0,0
VERN WILKIE,M,51,S,6430,23007,0,0
BARBARA RIGGS,F,31,M,2481,10701,0,0
KANDICE MCCORKLE,F,50,S,3550,40145,1,30853.60002
REVA GEYER,F,21,M,3000,20625,0,0
JOHNSON MAXEY,M,74,S,4560,28041,0,0
SEPTEMBER ALLAN,F,73,S,2643,2553,1,2898.312659
QUINTON FOGLE,M,33,M,2770,60345,0,0
HERMAN SHERIDAN,M,63,S,3223,6498,0,0
ALFONZO MCKINLEY,M,61,S,6022,4982,0,0
GUS CENTENO,M,44,M,3215,19819,0,0
VERONIKA CARABALLO,F,24,M,2750,42587,1,15338.87902
DARRELL DESTEFANO,M,42,S,2118,21570,0,0
EMIL HELD,M,16,S,5164,5135,0,0
EDWARD STULL,M,67,S,6721,5198,0,0
DEVIN VAIL,M,90,S,3641,1079,0,0
EMELDA COPELAND,F,46,S,2354,3521,0,0
ANGIE NARVAEZ,F,33,M,2223,19806,0,0
MAYA LOCKE,F,56,S,2230,26976,1,1985.227642
QUINN PERRYMAN,M,70,S,3754,17788,0,0
MAGGIE TAM,F,56,M,4869,17629,0,0
DEBORA STPIERRE,F,42,M,3351,7721,0,0
MAURINE ROBINETTE,F,67,S,2587,2829,1,6107.795359
DOUG RASMUSSEN,M,29,M,3350,54342,1,5358.549907
ROB MCCARTER,M,90,S,3178,34778,1,2576.937727
WILMER MCCOLLUM,M,70,S,7248,15414,0,0
FAUSTO TABOR,M,39,M,4055,19550,0,0
TAUNYA CORCORAN,F,64,S,4214,35809,1,2093.942066
MARCUS HUSSAIN,M,86,S,6147,14807,1,3976.828183
MARCELLA NARVAEZ,F,19,M,2809,320,0,0
TRINA BECERRA,F,66,S,4216,33735,3,10845.19565
LOU SANDHU,M,63,S,2230,26976,1,4718.691318
SALVATORE OWEN,M,59,S,4069,33073,2,8020.989627
RUBIN ZAPATA,M,53,S,4740,79542,0,0
ARLEN ROPER,M,19,M,7172,3151,0,0
KEN OLIVO,M,68,S,4811,11755,0,0
CRISTOPHER GOAD,M,29,S,4825,22262,1,806.9317144
NEIDA SHEA,F,34,M,6753,9087,1,3185.159787
LEILANI ROJAS,F,74,S,4272,4350,0,0
GINETTE COLON,F,35,M,3082,30517,0,0
NOHEMI STAFFORD,F,73,S,6062,31116,0,0
GINO GANDY,M,63,S,4750,5342,1,652.3942748
DARRELL SAXON,M,50,S,2039,7922,0,0
LATISHA PETTIS,F,64,S,5043,17585,0,0
KAROLYN LUNDGREN,F,18,M,2323,24735,1,10174.15121
DARRYL JASPER,M,31,S,4702,25362,0,0
KAILA GARRIS,F,42,S,3020,40553,2,9416.691371
FLETCHER JOHNSEN,M,72,S,3199,52625,0,0
MAIDA MAHAFFEY,F,73,S,2009,11617,0,0
LENARD OGLESBY,M,48,S,6065,52076,0,0
BURTON FOLEY,M,67,S,2029,9400,0,0
IVONNE MCKOY,F,35,M,4123,16090,0,0
RENATA FALLON,F,74,S,3108,18359,1,1298.987908
REYES STEIN,M,74,M,7250,47234,2,16433.09459
RUDY GETZ,F,48,S,4487,3294,0,0
SANTO MOREL,M,57,S,3977,67423,0,0
EDMUND DEANDA,M,77,S,2481,10701,1,2224.406853
EMMA CALLAWAY,F,74,S,6169,34329,0,0
SHERILL EMBRY,F,46,S,3201,19121,0,0
MIRTA ZELLER,F,36,S,6054,19767,0,0
DELBERT BAEZ,M,29,M,2540,41738,0,0
BRITTA BOLLINGER,F,32,S,4075,21202,0,0
SAMANTHA HARDISON,F,76,S,2006,1155,0,0
GRACIE MERRICK,F,76,S,3429,34575,1,5202.104706
ELTON SCHAEFER,M,67,S,2666,5059,1,2669.926692
ELBERT BRUNSON,M,49,M,2263,22379,0,0
SORAYA DIAMOND,F,75,S,2615,43703,0,0
ELICIA AINSWORTH,F,32,S,3058,31552,0,0
DREW CHRIST,F,72,S,2766,14178,0,0
EDGAR CHI,M,44,S,4702,25362,1,3747.663804
CHERRYL VALENZUELA,F,44,M,2011,18040,0,0
JACINTO HOOKER,M,50,S,2033,10962,0,0
ARLINE HAYDEN,F,73,S,2529,22309,1,1357.08225
JOHNETTE PALMA,F,66,S,3037,46879,1,1205.348377
GAYLE EMMONS,M,33,S,2087,12290,0,0
REMEDIOS COFFIN,F,55,S,3173,19884,0,0
RIGOBERTO KLINGER,M,17,S,2619,9422,0,0
EMIL SCHUMACHER,M,44,S,3185,12222,0,0
STUART RECTOR,M,60,S,4877,4773,0,0
LAKIESHA MAREK,F,33,S,2024,11078,0,0
GALEN LING,M,20,M,3280,29966,0,0
ANGIE UPTON,F,41,S,2030,13914,1,300
JOHANA CALVILLO,F,77,S,2530,29720,2,19304.67605
ELWANDA SPALDING,F,90,S,3030,77756,2,3318.845205
PAOLA BURROWS,F,26,M,2477,11247,0,0
ALVA LEHMANN,M,22,M,2295,5823,0,0
JENICE DION,F,43,M,4505,18727,0,0
JEROLD TOVAR,M,27,S,3437,8698,0,0
BRANDEN STUMP,M,86,S,4220,28882,0,0
SHYLA CODY,F,44,S,6722,10541,0,0
RAMIRO MULLINS,M,16,S,3170,17649,2,10247.76947
ZOE BOWLING,F,22,M,3025,11379,2,14425.70235
JUTTA DURANT,F,53,S,4218,29661,1,1109.340283
CORRIE ORTEGA,F,62,S,9494,47732,0,0
PAT SZABO,F,62,S,6076,21503,1,2029.806731
MARCUS DAVILA,M,78,S,2601,4791,0,0
DAYSI RAGLAND,F,49,S,4017,35809,0,0
DAINA KREBS,F,70,S,6721,5198,0,0
ELEONOR CAHILL,F,50,M,4410,1245,0,0
POK MINNICK,F,52,S,4814,44387,1,600.7649554
HALLEY NOYES,F,70,S,2722,2978,0,0
DONNETTE HUFFMAN,F,44,S,3134,31104,0,0
LUCIANO MAHER,M,47,S,5633,433,0,0
THERESA CURLEY,F,50,S,2160,32845,0,0
CLARENCE DESIMONE,M,60,S,2220,28432,0,0
RAYMONDE ANGEL,F,70,S,2669,2002,0,0
SEASON ELROD,F,41,S,2198,8668,1,27127.03859
DOREEN TEJEDA,F,45,S,6271,2850,1,13104.53086
HERB YAO,M,24,M,3030,77756,1,2185.76872
SAMUAL JONES,M,73,M,2912,7151,0,0
KAYLEE JAMES,F,87,S,4350,102245,0,0
FLOYD PETTIGREW,M,22,S,4170,21937,0,0
MYRON REAVES,M,30,S,2072,6593,0,0
IRVIN BROOME,M,54,S,2099,36685,1,367.7902664
INGER RHOADES,F,64,M,7008,11824,0,0
EDMUNDO OLIVAS,M,40,S,3193,18771,1,2675.61151
MOSES DUBOIS,M,66,S,3931,22420,0,0
LEONILA SAMPLES,F,59,S,2611,23239,0,0
CARROLL CONOVER,F,18,M,2161,28269,2,9165.200755
VAL AMAYA,F,72,S,2079,7105,1,325.9063259
COLE BURNETTE,M,61,M,7015,9899,0,0
MALORIE EHLERS,F,52,M,852,7973,0,0
ROCKY TUCKER,M,19,M,2285,27798,0,0
JODY GOOLSBY,M,40,S,4114,33199,0,0
RODNEY JACOB,M,49,S,6330,32921,2,5635.316832
RONNI BOYLES,F,84,S,2194,21218,0,0
